full_address,lat,lon
"Anebosweg 33, 76187 Karlsruhe",49.03324412364586,8.368239697288065
"Anebosweg 31, 76187 Karlsruhe",49.033071517944336,8.368236541748047
"Germersheimer Straße 16, 76187 Karlsruhe",49.033251753075184,8.367543993660739
"Germersheimer Straße 14, 76187 Karlsruhe",49.03307914733887,8.367540836334229
"Germersheimer Straße 18, 76187 Karlsruhe",49.033084869384766,8.366842269897461
"Germersheimer Straße 20, 76187 Karlsruhe",49.03325843811035,8.36684513092041
"Germersheimer Straße 22, 76187 Karlsruhe",49.033071454558126,8.36614060281867
"Germersheimer Straße 24, 76187 Karlsruhe",49.03320319414859,8.366142989405452
"Hertzstraße 152, 76187 Karlsruhe",49.03349400452684,8.365001966535655
"Hertzstraße 154, 76187 Karlsruhe",49.03349211598478,8.365217175026604
"Hertzstraße 156, 76187 Karlsruhe",49.03349019114744,8.365432532616541
"Hertzstraße 158, 76187 Karlsruhe",49.03348826336777,8.365649417970891
"Hertzstraße 150, 76187 Karlsruhe",49.03277112044773,8.365554002666945
"Hertzstraße 148, 76187 Karlsruhe",49.03277397155762,8.365305423736572
"Hertzstraße 142, 76187 Karlsruhe",49.03219985961914,8.36538028717041
"Hertzstraße 140, 76187 Karlsruhe",49.03219985961914,8.365252017974854
"Hertzstraße 138, 76187 Karlsruhe",49.031702010521144,8.3655626772279
"Hertzstraße 136, 76187 Karlsruhe",49.03170207133545,8.36531329169823
"Hertzstraße 132, 76187 Karlsruhe",49.03119662502106,8.36530423179167
"Hertzstraße 134, 76187 Karlsruhe",49.03119659423828,8.365553855895996
"Hertzstraße 130, 76187 Karlsruhe",49.03058315580635,8.365494989702778
"Hertzstraße 128, 76187 Karlsruhe",49.03058185435993,8.365254472294719
"Hertzstraße 124, 76187 Karlsruhe",49.03012657165527,8.365246295928955
"Hertzstraße 126, 76187 Karlsruhe",49.03012947287022,8.365489590521303
"Hertzstraße 122, 76187 Karlsruhe",49.02963735638827,8.36550726672298
"Hertzstraße 120, 76187 Karlsruhe",49.02963925334477,8.365264033792007
"Hertzstraße 118, 76187 Karlsruhe",49.02913853710362,8.365558386000956
"Hertzstraße 116, 76187 Karlsruhe",49.02913856506348,8.365311622619629
"Hertzstraße 114, 76187 Karlsruhe",49.02864458957517,8.36564230934684
"Hertzstraße 112, 76187 Karlsruhe",49.028644535326706,8.365396261064978
"Hertzstraße 146, 76187 Karlsruhe",49.03219985961914,8.365636825561523
"Hertzstraße 144, 76187 Karlsruhe",49.03219985961914,8.365508556365967
"Hertzstraße 110, 76187 Karlsruhe",49.028083699514774,8.365593663342185
"Hertzstraße 108, 76187 Karlsruhe",49.02789699151198,8.365580806601386
"Hertzstraße 106, 76187 Karlsruhe",49.02771759033203,8.365567684173584
"Kropsburgweg 3, 76187 Karlsruhe",49.02851495908175,8.366019973681382
"Kropsburgweg 1, 76187 Karlsruhe",49.028351936449745,8.36600760524315
"Kropsburgweg 7, 76187 Karlsruhe",49.02901658975301,8.365940817471209
"Kropsburgweg 5, 76187 Karlsruhe",49.028852462768555,8.365929126739502
"Kropsburgweg 11, 76187 Karlsruhe",49.029510498046875,8.365892887115479
"Kropsburgweg 9, 76187 Karlsruhe",49.029348373413086,8.36589241027832
"Kropsburgweg 15, 76187 Karlsruhe",49.0300055430548,8.365878604799825
"Kropsburgweg 13, 76187 Karlsruhe",49.02983963248686,8.365874764005623
"Kropsburgweg 17, 76187 Karlsruhe",49.03032598864827,8.365882908067688
"Kropsburgweg 19, 76187 Karlsruhe",49.03048791531937,8.36588189673961
"Kropsburgweg 21, 76187 Karlsruhe",49.03094291687012,8.365915298461914
"Kropsburgweg 23, 76187 Karlsruhe",49.031110763549805,8.365914821624756
"Kropsburgweg 27, 76187 Karlsruhe",49.0316047668457,8.365914821624756
"Kropsburgweg 25, 76187 Karlsruhe",49.03143310546875,8.365914344787598
"Kropsburgweg 31, 76187 Karlsruhe",49.03211203706709,8.36592698073219
"Kropsburgweg 29, 76187 Karlsruhe",49.031944274902344,8.365926742553711
"Kropsburgweg 33, 76187 Karlsruhe",49.03248118804443,8.365944203335166
"Kropsburgweg 35, 76187 Karlsruhe",49.03265190124512,8.365944385528564
"Hambacher Straße 1, 76187 Karlsruhe",49.02771660320274,8.366206419556178
"Hambacher Straße 5, 76187 Karlsruhe",49.02806490120686,8.366228341004648
"Hambacher Straße 3, 76187 Karlsruhe",49.027889251708984,8.366217613220215
"Josef-Schofer-Straße 1, 76187 Karlsruhe",49.028076171875,8.374366760253906
"Josef-Schofer-Straße 7, 76187 Karlsruhe",49.0285530090332,8.374415397644043
"Josef-Schofer-Straße 3, 76187 Karlsruhe",49.028236389160156,8.374382972717285
"Josef-Schofer-Straße 5, 76187 Karlsruhe",49.02839469909668,8.374399185180664
"Josef-Schofer-Straße 9, 76187 Karlsruhe",49.02871322631836,8.374431610107422
"Stresemannstraße 44, 76187 Karlsruhe",49.02769470214844,8.37509298324585
"Stresemannstraße 48, 76187 Karlsruhe",49.028031388126095,8.37512412739917
"Stresemannstraße 46, 76187 Karlsruhe",49.02786346205784,8.375109038258543
"Josef-Schofer-Straße 2, 76187 Karlsruhe",49.02830505371094,8.375336170196533
"Josef-Schofer-Straße 8, 76187 Karlsruhe",49.028671228565415,8.375132869680847
"Josef-Schofer-Straße 10, 76187 Karlsruhe",49.02891263009372,8.37534406482077
"Josef-Schofer-Straße 14, 76187 Karlsruhe",49.02927371666444,8.375376254064191
"Kurt-Schumacher-Straße 12a, 76187 Karlsruhe",49.029977396950024,8.374342024731158
"Kurt-Schumacher-Straße 12b, 76187 Karlsruhe",49.02981508025917,8.374324206945545
"Kurt-Schumacher-Straße 12d, 76187 Karlsruhe",49.029489006041985,8.374289367266316
"Kurt-Schumacher-Straße 12c, 76187 Karlsruhe",49.0296529442115,8.374306313783187
"Kurt-Schumacher-Straße 12e, 76187 Karlsruhe",49.02932679683428,8.37427318866365
"Kurt-Schumacher-Straße 10b, 76187 Karlsruhe",49.029991099564704,8.373875030451183
"Kurt-Schumacher-Straße 10a, 76187 Karlsruhe",49.03000299495326,8.373643534397399
"Kurt-Schumacher-Straße 8c, 76187 Karlsruhe",49.02986903444726,8.372819650929122
"Kurt-Schumacher-Straße 8b, 76187 Karlsruhe",49.029859677362516,8.373053339857552
"Kurt-Schumacher-Straße 8a, 76187 Karlsruhe",49.02984809875488,8.373295307159424
"Kurt-Schumacher-Straße 6b, 76187 Karlsruhe",49.02982601341456,8.372360643712065
"Kurt-Schumacher-Straße 6a, 76187 Karlsruhe",49.03004176432554,8.372381229963445
"Kurt-Schumacher-Straße 6c, 76187 Karlsruhe",49.02961502110073,8.372342128412763
"Kurt-Schumacher-Straße 2, 76187 Karlsruhe",49.03002449629022,8.371193128817879
"Kurt-Schumacher-Straße 4, 76187 Karlsruhe",49.029787320035496,8.371163630982519
"Kurt-Schumacher-Straße 3, 76187 Karlsruhe",49.03064350862907,8.372603190677395
"Kurt-Schumacher-Straße 5, 76187 Karlsruhe",49.03072692158466,8.372612760692542
"Kurt-Schumacher-Straße 9, 76187 Karlsruhe",49.03089518765999,8.372596012813815
"Kurt-Schumacher-Straße 7, 76187 Karlsruhe",49.030811774704404,8.372586442798669
"Kurt-Schumacher-Straße 11, 76187 Karlsruhe",49.03097820349971,8.372606604681298
"Kurt-Schumacher-Straße 13, 76187 Karlsruhe",49.03106026170653,8.372615257342197
"Kurt-Schumacher-Straße 15, 76187 Karlsruhe",49.03114357140614,8.372625965585934
"Kurt-Schumacher-Straße 23, 76187 Karlsruhe",49.03086280822754,8.373246669769287
"Kurt-Schumacher-Straße 17, 76187 Karlsruhe",49.03061294555664,8.37325382232666
"Kurt-Schumacher-Straße 21, 76187 Karlsruhe",49.03078033572889,8.373236476352703
"Kurt-Schumacher-Straße 25, 76187 Karlsruhe",49.03094482421875,8.37325668334961
"Kurt-Schumacher-Straße 27, 76187 Karlsruhe",49.031028747558594,8.373266696929932
"Kurt-Schumacher-Straße 29, 76187 Karlsruhe",49.03111291875236,8.373277255882778
"Kurt-Schumacher-Straße 19, 76187 Karlsruhe",49.03069541741063,8.373264029467764
"Kurt-Schumacher-Straße 41, 76187 Karlsruhe",49.0309992244871,8.373912730534968
"Kurt-Schumacher-Straße 37, 76187 Karlsruhe",49.03083419799805,8.37389612197876
"Kurt-Schumacher-Straße 35, 76187 Karlsruhe",49.030750777005174,8.373887729252317
"Kurt-Schumacher-Straße 31, 76187 Karlsruhe",49.030582427978516,8.37390947341919
"Kurt-Schumacher-Straße 39, 76187 Karlsruhe",49.03091712683126,8.373905262629094
"Kurt-Schumacher-Straße 43, 76187 Karlsruhe",49.031083067136684,8.373922404082826
"Kurt-Schumacher-Straße 33, 76187 Karlsruhe",49.03066584897139,8.373917866145632
"Kurt-Schumacher-Straße 51, 76187 Karlsruhe",49.030691342730684,8.37451875674309
"Kurt-Schumacher-Straße 53, 76187 Karlsruhe",49.030743646598566,8.374523227006202
"Kurt-Schumacher-Straße 55, 76187 Karlsruhe",49.03079505173956,8.374530252307096
"Kurt-Schumacher-Straße 49, 76187 Karlsruhe",49.03063743845682,8.374539627122703
"Kurt-Schumacher-Straße 57, 76187 Karlsruhe",49.030846641375675,8.374533239514193
"Kurt-Schumacher-Straße 47, 76187 Karlsruhe",49.030582427978516,8.374534606933594
"Kurt-Schumacher-Straße 45, 76187 Karlsruhe",49.03052520751953,8.374528884887695
"Kurt-Schumacher-Straße 59, 76187 Karlsruhe",49.03090186367254,8.374540626385638
"Kurt-Schumacher-Straße 65, 76187 Karlsruhe",49.0310683286407,8.374556288314935
"Kurt-Schumacher-Straße 61, 76187 Karlsruhe",49.03095726759638,8.37454468360599
"Kurt-Schumacher-Straße 63, 76187 Karlsruhe",49.0310115814209,8.374550819396973
"Stresemannstraße 64, 76187 Karlsruhe",49.02842140197754,8.371870517730713
"Stresemannstraße 66, 76187 Karlsruhe",49.028625573190126,8.37189365715228
"Stresemannstraße 70, 76187 Karlsruhe",49.02901268005371,8.371937274932861
"Stresemannstraße 68, 76187 Karlsruhe",49.028808508841124,8.371914135511295
"Wilhelm-Kolb-Straße 3a, 76187 Karlsruhe",49.02858733977421,8.373169889999712
"Wilhelm-Kolb-Straße 3b, 76187 Karlsruhe",49.02861031662163,8.373069580299115
"Wilhelm-Kolb-Straße 3c, 76187 Karlsruhe",49.02863303054634,8.372968856590534
"Wilhelm-Kolb-Straße 3d, 76187 Karlsruhe",49.028656005859375,8.372868537902832
"Wilhelm-Kolb-Straße 3f, 76187 Karlsruhe",49.02870172692216,8.372667448542435
"Wilhelm-Kolb-Straße 3e, 76187 Karlsruhe",49.02867898117241,8.37276821921513
"Wilhelm-Kolb-Straße 3g, 76187 Karlsruhe",49.02872850071478,8.372566807607397
"Wilhelm-Kolb-Straße 1a, 76187 Karlsruhe",49.02824783171757,8.37313078935274
"Wilhelm-Kolb-Straße 1f, 76187 Karlsruhe",49.02836510233817,8.37262809320979
"Wilhelm-Kolb-Straße 1d, 76187 Karlsruhe",49.028316497802734,8.37282943725586
"Wilhelm-Kolb-Straße 1b, 76187 Karlsruhe",49.028270767081494,8.373030237159837
"Wilhelm-Kolb-Straße 1e, 76187 Karlsruhe",49.02833945901471,8.37272902895869
"Wilhelm-Kolb-Straße 1c, 76187 Karlsruhe",49.02829360961914,8.372929573059082
"Wilhelm-Kolb-Straße 2a, 76187 Karlsruhe",49.02819157395557,8.373515248236243
"Wilhelm-Kolb-Straße 2b, 76187 Karlsruhe",49.028202982762885,8.373619796058907
"Wilhelm-Kolb-Straße 2c, 76187 Karlsruhe",49.028217234031665,8.373724220123073
"Wilhelm-Kolb-Straße 4a, 76187 Karlsruhe",49.02868268488753,8.373562421891949
"Wilhelm-Kolb-Straße 4b, 76187 Karlsruhe",49.028694088308704,8.373666995763438
"Wilhelm-Kolb-Straße 4c, 76187 Karlsruhe",49.028705709709975,8.37377131910629
"Wilhelm-Kolb-Straße 6a, 76187 Karlsruhe",49.02922156602977,8.373637282038091
"Wilhelm-Kolb-Straße 6b, 76187 Karlsruhe",49.029232950705456,8.373752431677332
"Wilhelm-Kolb-Straße 5a, 76187 Karlsruhe",49.02893060152648,8.373194923817787
"Wilhelm-Kolb-Straße 5b, 76187 Karlsruhe",49.028954430504726,8.373078761516032
"Wilhelm-Kolb-Straße 5d, 76187 Karlsruhe",49.02900024668376,8.372845166524252
"Wilhelm-Kolb-Straße 5c, 76187 Karlsruhe",49.028976402066924,8.37296146670153
"Wilhelm-Kolb-Straße 5f, 76187 Karlsruhe",49.02904607778836,8.372611211503592
"Wilhelm-Kolb-Straße 5e, 76187 Karlsruhe",49.029022216796875,8.372727870941162
"Wilhelm-Kolb-Straße 7e, 76187 Karlsruhe",49.02936037203226,8.372775756469126
"Wilhelm-Kolb-Straße 7b, 76187 Karlsruhe",49.0292874385627,8.373121696511625
"Wilhelm-Kolb-Straße 7a, 76187 Karlsruhe",49.02926321430104,8.373233277837407
"Wilhelm-Kolb-Straße 7c, 76187 Karlsruhe",49.02931112842971,8.373014087076013
"Wilhelm-Kolb-Straße 7d, 76187 Karlsruhe",49.029336285124,8.372906485033266
"Wilhelm-Hausenstein-Allee 16, 76187 Karlsruhe",49.02937004127966,8.370782544556038
"Wilhelm-Hausenstein-Allee 14, 76187 Karlsruhe",49.029253005981445,8.37113618850708
"Eugen-Richter-Straße 159, 76187 Karlsruhe",49.02411630792537,8.371045372747203
"Eugen-Richter-Straße 157, 76187 Karlsruhe",49.02387901764309,8.371143282255717
"Eugen-Richter-Straße 11, 76187 Karlsruhe",49.02160525170538,8.375003651335854
"Eugen-Richter-Straße 27, 76187 Karlsruhe",49.02242072755658,8.373665820970649
"Eugen-Richter-Straße 29, 76187 Karlsruhe",49.02236412766526,8.37360503039613
"Eugen-Richter-Straße 31, 76187 Karlsruhe",49.022308302301965,8.373546435482652
"Eugen-Richter-Straße 33, 76187 Karlsruhe",49.02225309558255,8.373487048789364
"Eugen-Richter-Straße 35, 76187 Karlsruhe",49.022197673685774,8.373423890104512
"Eugen-Richter-Straße 37, 76187 Karlsruhe",49.02214156331667,8.373363806698713
"Eugen-Richter-Straße 39, 76187 Karlsruhe",49.0220857057654,8.373301672194604
"Eugen-Richter-Straße 41, 76187 Karlsruhe",49.02202612248192,8.373241609459823
"Eugen-Richter-Straße 43, 76187 Karlsruhe",49.02263248131547,8.37322344219174
"Eugen-Richter-Straße 45, 76187 Karlsruhe",49.022583621785515,8.373169990791125
"Eugen-Richter-Straße 49, 76187 Karlsruhe",49.022487919723076,8.373059305728495
"Eugen-Richter-Straße 47, 76187 Karlsruhe",49.022534828366936,8.373114289503606
"Eugen-Richter-Straße 57, 76187 Karlsruhe",49.02228927612305,8.372839450836182
"Eugen-Richter-Straße 53, 76187 Karlsruhe",49.022387008116716,8.372948533523338
"Eugen-Richter-Straße 51, 76187 Karlsruhe",49.0224365716622,8.37300619919322
"Eugen-Richter-Straße 55, 76187 Karlsruhe",49.02233751960423,8.372895771444442
"Eugen-Richter-Straße 59, 76187 Karlsruhe",49.02222665924508,8.372775461923297
"Eugen-Richter-Straße 65a, 76187 Karlsruhe",49.02265376494236,8.37280331443876
"Eugen-Richter-Straße 65, 76187 Karlsruhe",49.02269178558798,8.372853082535313
"Eugen-Richter-Straße 61, 76187 Karlsruhe",49.02276614779138,8.37295355163022
"Eugen-Richter-Straße 63, 76187 Karlsruhe",49.02272987365723,8.37290334701538
"Eugen-Richter-Straße 67, 76187 Karlsruhe",49.02260381132026,8.372773103741793
"Eugen-Richter-Straße 69, 76187 Karlsruhe",49.022565870833496,8.37272372026327
"Eugen-Richter-Straße 71a, 76187 Karlsruhe",49.022491463090326,8.372623470088287
"Eugen-Richter-Straße 71, 76187 Karlsruhe",49.022528248926875,8.37267442671736
"Eugen-Richter-Straße 75a, 76187 Karlsruhe",49.02236557006836,8.372492790222168
"Eugen-Richter-Straße 73, 76187 Karlsruhe",49.022443557542466,8.372591792117982
"Eugen-Richter-Straße 75, 76187 Karlsruhe",49.022405653129894,8.372543952115878
"Eugen-Richter-Straße 97, 76187 Karlsruhe",49.022614036716,8.372087179021266
"Eugen-Richter-Straße 95, 76187 Karlsruhe",49.02265148836318,8.37212687957998
"Eugen-Richter-Straße 91, 76187 Karlsruhe",49.022728163522316,8.37221395430969
"Eugen-Richter-Straße 93, 76187 Karlsruhe",49.02268969384215,8.372169026380229
"Eugen-Richter-Straße 89, 76187 Karlsruhe",49.022764798912924,8.372255828083025
"Eugen-Richter-Straße 85, 76187 Karlsruhe",49.022840968092645,8.372340118791495
"Eugen-Richter-Straße 83, 76187 Karlsruhe",49.02288024003544,8.372383066355429
"Eugen-Richter-Straße 87, 76187 Karlsruhe",49.02280401100206,8.372297588845505
"Eugen-Richter-Straße 81, 76187 Karlsruhe",49.02291872463934,8.372426348209613
"Eugen-Richter-Straße 77, 76187 Karlsruhe",49.022994768908724,8.37250953969696
"Eugen-Richter-Straße 79, 76187 Karlsruhe",49.0229572229447,8.372469589221799
"Eugen-Richter-Straße 107, 76187 Karlsruhe",49.022948935936235,8.372096566130832
"Eugen-Richter-Straße 99, 76187 Karlsruhe",49.023105499828915,8.37227053413374
"Eugen-Richter-Straße 105, 76187 Karlsruhe",49.022988744480465,8.372138712420396
"Eugen-Richter-Straße 109, 76187 Karlsruhe",49.02291053387604,8.372053509347266
"Eugen-Richter-Straße 103, 76187 Karlsruhe",49.023027939812245,8.372183151325522
"Eugen-Richter-Straße 101, 76187 Karlsruhe",49.02306510958804,8.372224614397965
"Eugen-Richter-Straße 115, 76187 Karlsruhe",49.02280161798337,8.371929458657952
"Eugen-Richter-Straße 111, 76187 Karlsruhe",49.02287318409993,8.372013588834848
"Eugen-Richter-Straße 113, 76187 Karlsruhe",49.022837590001316,8.371973269162709
"Eugen-Richter-Straße 117, 76187 Karlsruhe",49.02275996492534,8.37188227451804
"Eugen-Richter-Straße 119, 76187 Karlsruhe",49.02271809516223,8.371835792299118
"Eugen-Richter-Straße 145, 76187 Karlsruhe",49.023404465555416,8.371479868098193
"Eugen-Richter-Straße 153, 76187 Karlsruhe",49.02317865120164,8.371237282110936
"Eugen-Richter-Straße 149, 76187 Karlsruhe",49.02329085235295,8.37135594641982
"Eugen-Richter-Straße 155, 76187 Karlsruhe",49.02312037216902,8.37117631989929
"Eugen-Richter-Straße 151, 76187 Karlsruhe",49.02323521575273,8.371295649670778
"Eugen-Richter-Straße 143, 76187 Karlsruhe",49.02346174407135,8.371541582511316
"Eugen-Richter-Straße 147, 76187 Karlsruhe",49.023346233631166,8.371418315104377
"Eugen-Richter-Straße 121, 76187 Karlsruhe",49.02330738049375,8.371773646779037
"Eugen-Richter-Straße 137, 76187 Karlsruhe",49.022924730632425,8.371348426250519
"Eugen-Richter-Straße 123, 76187 Karlsruhe",49.02326123062058,8.371719696272665
"Eugen-Richter-Straße 135, 76187 Karlsruhe",49.02297282637211,8.371403475171887
"Eugen-Richter-Straße 129, 76187 Karlsruhe",49.02311467418505,8.371562610176403
"Eugen-Richter-Straße 133, 76187 Karlsruhe",49.02302029686817,8.371452230726874
"Eugen-Richter-Straße 125, 76187 Karlsruhe",49.02321255493164,8.371666928609212
